"code_commune","commune","annee","inscrits","abstentions","votants","blancs","nuls","exprimes","taux_abstention","population","part_jeunes","part_seniors","indice_jeunesse","emploi_total","emploi_moins_25","emploi_25_49","emploi_50_plus","creations_total","creations_industrie","creations_construction","creations_commerce_transport","creations_info_com","creations_finance","creations_immo","creations_services_admin","creations_adm_sante_social","creations_autres_services","nombre_infractions_total","taux_infractions_moyen"
"62127","Bezinghem",2017,242,29,213,5,4,204,"11.983471074380166",363,"41.94983981263248","19.723060297674408","2.1269437490681344","20","5","10","5","3","1","0","1","0","0","0","0","0","1","7","1.1241338666666667"
"62128","Biache-Saint-Vaast",2017,3263,663,2600,43,15,2542,"20.318725099601593",4083,"35.47177713583274","23.95369032783328","1.480848113604269","345","65","205","80","21","1","6","6","0","1","0","2","1","4","128","2.09286142"
"62129","Biefvillers-Lès-Bapaume",2017,78,14,64,2,1,61,"17.94871794871795",94,"30.208333333333297","28.124999999999968","1.0740740740740742","10","0","5","5","1","0","0","0","0","1","0","0","0","0","0","1.1055646333333333"
"62130","Bienvillers-Au-Bois",2017,495,61,434,11,2,421,"12.323232323232324",643,"35.45878693623639","26.905132192846033","1.3179190751445087","50","5","30","15","4","0","0","4","0","0","0","0","0","0","14","1.3773685533333333"
"62131","Bihucourt",2017,259,41,218,1,6,211,"15.83011583011583",351,"38.84057971014496","21.159420289855092","1.835616438356164","15","0","5","5","1","0","0","1","0","0","0","0","0","0","5","0.9694917466666666"
"62132","Billy-Berclau",2017,3586,591,2995,49,22,2924,"16.480758505298382",4624,"36.548442906574394","22.296712802768166","1.6391852570320078","360","60","205","90","31","2","5","11","2","0","0","5","4","2","118","1.9952940800000003"
"62133","Billy-Montigny",2017,5380,1234,4146,68,33,4045,"22.936802973977695",8150,"41.987730061349694","19.852760736196316","2.11495673671199","980","205","615","165","27","1","5","7","0","1","1","7","3","2","415","3.715321326666666"
"62134","Bimont",2017,111,16,95,0,0,95,"14.414414414414415",114,"34.2342342342343","26.12612612612619","1.310344827586206","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.5745720266666666"
"62135","Blairville",2017,242,26,216,2,0,214,"10.743801652892563",314,"33.54822956322803","26.74285361658606","1.25447456147392","20","5","10","5","2","0","0","1","0","0","0","1","0","0","5","1.2563744"
"62137","Blangerval-Blangermont",2017,87,12,75,3,0,72,"13.793103448275861",106,"38.61386138613858","18.81188118811882","2.0526315789473655","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0.7371531266666668"
"62138","Blangy-Sur-Ternoise",2017,578,112,466,10,4,452,"19.377162629757784",720,"30.44692737430174","31.84357541899445","0.9561403508771937","60","10","40","15","4","2","1","1","0","0","0","0","0","0","17","1.5218721866666667"
"62139","Blendecques",2017,3989,911,3078,55,20,3003,"22.837803960892455",5002,"35.957481327941665","24.113024253971428","1.4912057877609215","480","100","275","105","32","12","2","8","0","1","1","0","6","2","131","1.8612976066666669"
"62140","Bléquin",2017,392,70,322,5,4,313,"17.857142857142858",519,"43.97883539425093","16.45146263316902","2.673247745497225","30","5","20","5","2","0","1","0","0","0","0","0","1","0","6","0.9174107333333335"
"62141","Blessy",2017,616,91,525,3,5,517,"14.772727272727273",870,"35.08571428571426","20.228571428571474","1.734463276836153","40","10","30","5","4","1","1","0","0","1","0","0","1","0","18","1.3863849333333333"
"62142","Blingel",2017,114,26,88,0,3,85,"22.807017543859647",166,"40.251572327044094","27.672955974842818","1.4545454545454544","10","5","5","0","2","0","0","1","0","0","1","0","0","0","2","1.04256628"
"62143","Boffles",2017,31,8,23,2,0,21,"25.806451612903224",50,"38","32","1.1875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.46799425333333333"
"62144","Boiry-Becquerelle",2017,363,32,331,0,3,328,"8.81542699724518",447,"35.86956521739131","23.260869565217416","1.542056074766354","15","5","5","5","6","0","1","3","1","0","0","0","1","0","10","1.4244329866666667"
"62145","Boiry-Notre-Dame",2017,375,51,324,2,5,317,"13.600000000000001",454,"32.29398663697104","28.953229398663687","1.1153846153846156","30","5","15","10","3","2","0","0","0","0","0","1","0","0","10","1.3808636"
"62146","Boiry-Saint-Martin",2017,218,40,178,4,1,173,"18.34862385321101",277,"36.19188713405549","27.15073113156048","1.3329986201360673","20","5","15","5","1","0","0","1","0","0","0","0","0","0","5","1.3349361"
"62147","Boiry-Sainte-Rictrude",2017,299,42,257,8,1,248,"14.046822742474916",406,"33.62117835220796","28.697753148467807","1.1715613476173141","20","5","10","5","2","0","1","1","0","0","0","0","0","0","7","1.1361731266666666"
"62148","Bois-Bernard",2017,670,117,553,6,5,542,"17.46268656716418",827,"32.406287787182585","25.997581620314392","1.2465116279069768","65","10","35","20","8","0","1","1","0","1","0","0","5","0","27","2.133650193333333"
"62149","Boisdinghem",2017,179,30,149,2,3,144,"16.75977653631285",249,"40.16064257028113","17.269076305220885","2.3255813953488373","10","0","5","0","3","0","0","1","0","0","0","1","1","0","3","0.9733240999999999"
"62150","Boisjean",2017,394,27,367,9,0,358,"6.852791878172589",505,"34.199999999999996","23.8","1.4369747899159662","30","5","15","10","2","0","0","0","0","0","0","1","0","1","6","0.8246136"
"62151","Boisleux-Au-Mont",2017,406,48,358,6,6,346,"11.822660098522167",517,"38.28125","21.875","1.75","35","5","25","5","1","0","0","1","0","0","0","0","0","0","8","1.1576283799999998"
"62152","Boisleux-Saint-Marc",2017,206,17,189,2,2,185,"8.25242718446602",251,"38.58267716535435","16.141732283464584","2.3902439024390225","20","10","5","5","0","0","0","0","0","0","0","0","0","0","2","0.8136962600000001"
"62153","Bomy",2017,483,64,419,8,5,406,"13.250517598343686",631,"34.23137876386688","24.722662440570524","1.3846153846153846","50","10","30","10","3","0","0","1","0","0","0","2","0","0","14","1.3655849333333334"
"62154","Bonnières",2017,547,99,448,10,0,438,"18.09872029250457",674,"35.164280338586344","29.105339228193642","1.208172839453579","40","5","25","10","1","0","0","0","0","0","0","0","0","1","14","1.3619764200000002"
"62155","Bonningues-Lès-Ardres",2017,490,61,429,6,4,419,"12.448979591836734",656,"35.211267605633836","23.630672926447556","1.4900662251655656","50","15","25","10","3","0","2","1","0","0","0","0","0","0","12","1.1201253733333334"
"62156","Bonningues-Lès-Calais",2017,464,51,413,5,2,406,"10.991379310344827",565,"32.86057105477168","25.31635657493126","1.2979976387009355","30","5","20","5","2","0","1","0","0","0","0","0","0","1","13","1.3790575333333335"
"62157","Boubers-Lès-Hesmond",2017,75,6,69,2,0,67,"8",88,"28.57142857142857","33.33333333333333","0.8571428571428571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3408838"
"62158","Boubers-Sur-Canche",2017,470,81,389,12,2,375,"17.23404255319149",589,"34.58262350936968","28.6201022146507","1.2083333333333364","45","10","25","5","2","0","1","1","0","0","0","0","0","0","16","1.6849507866666664"
"62160","Boulogne-Sur-Mer",2017,25989,7209,18780,289,150,18341,"27.738658663280617",40874,"40.179647655761414","23.7239976541379","1.6936288833578326","5610","980","3525","1110","289","8","19","117","9","13","14","49","27","33","3161","5.5287514"
"62161","Bouquehault",2017,514,108,406,9,2,395,"21.011673151750973",765,"40.58524173027987","16.15776081424938","2.5118110236220432","70","20","40","15","8","0","0","2","1","0","1","3","0","1","18","1.4244329866666667"
"62162","Bourecq",2017,405,49,356,3,2,351,"12.098765432098766",639,"39.92584583990134","20.83446204854849","1.9163367763883745","50","10","25","15","4","0","2","2","0","0","0","0","0","0","12","1.2147251466666666"
"62163","Bouret-Sur-Canche",2017,218,23,195,3,1,191,"10.550458715596331",256,"27.82258064516129","35.88709677419359","0.7752808988764035","15","0","10","5","3","1","0","1","0","0","0","0","0","1","4","1.14000548"
"62164","Bourlon",2017,842,96,746,18,6,722,"11.401425178147269",1156,"33.996539792387544","23.78892733564014","1.4290909090909092","100","15","55","25","7","0","0","1","0","2","1","1","1","1","27","1.6445584333333334"
"62165","Bournonville",2017,187,26,161,1,2,158,"13.903743315508022",240,"35.02109704641346","23.20675105485229","1.5090909090909093","10","5","5","0","2","0","0","0","0","0","0","1","0","1","4","0.9174107333333335"
"62166","Bours",2017,484,71,413,0,5,408,"14.669421487603307",617,"37.32185875623608","22.610645931708795","1.6506321344803565","40","10","25","5","6","0","1","5","0","0","0","0","0","0","30","3.1645608399999996"
"62167","Boursin",2017,180,9,171,3,5,163,"5",255,"38.43137254901961","18.43137254901961","2.0851063829787235","15","5","5","5","0","0","0","0","0","0","0","0","0","0","3","0.8504661933333334"
"62168","Bourthes",2017,580,74,506,10,14,482,"12.758620689655173",853,"38.92857142857139","21.54761904761904","1.8066298342541425","55","10","40","5","4","0","1","1","1","0","0","0","0","1","18","1.3538135999999998"
"62169","Bouvelinghem",2017,169,11,158,2,1,155,"6.508875739644971",219,"33.613445378151226","23.529411764705895","1.4285714285714266","20","0","5","10","0","0","0","0","0","0","0","0","0","0","3","0.9871947000000001"
"62170","Bouvigny-Boyeffles",2017,2038,373,1665,43,12,1610,"18.30225711481845",2403,"31.68745187005173","27.65597875689108","1.1457722089172535","125","30","60","40","14","0","2","7","0","0","0","2","1","2","58","1.57711932"
"62171","Boyaval",2017,96,10,86,3,2,81,"10.416666666666668",133,"43.18181818181827","20.45454545454549","2.111111111111112","10","5","5","0","1","0","0","1","0","0","0","0","0","0","1","0.38698074000000005"
"62172","Boyelles",2017,260,29,231,9,5,217,"11.153846153846155",358,"40.616246498599466","16.246498599439793","2.499999999999999","30","5","20","5","1","0","0","1","0","0","0","0","0","0","8","1.2804088333333334"
"62173","Brebières",2017,3794,721,3073,63,18,2992,"19.00369003690037",5023,"35.25096554104181","22.681454643294007","1.5541756953169712","440","100","235","105","32","3","2","11","1","1","1","8","0","5","128","1.7939504"
"62174","Brêmes",2017,1013,147,866,15,9,842,"14.511352418558737",1290,"31.3953488372093","28.527131782945737","1.1005434782608696","100","20","55","25","3","0","0","1","0","0","1","0","1","0","29","1.5218721866666667"
"62175","Brévillers",2017,123,27,96,4,0,92,"21.951219512195124",158,"32.075471698113226","27.67295597484278","1.1590909090909094","5","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0.6138210466666667"
"62176","Bréxent-Enocq",2017,545,89,456,8,1,447,"16.3302752293578",681,"34.84246243367768","22.630804882199765","1.5396033245411866","50","5","30","10","2","0","1","0","1","0","0","0","0","0","15","1.4285332666666666"
"62177","Brimeux",2017,674,121,553,14,6,533,"17.95252225519288",847,"34.49585222011039","20.794160583740936","1.658920160839908","70","20","40","15","9","2","0","2","0","0","0","3","1","1","19","1.4403046000000002"
"62178","Bruay-La-Buissière",2017,15841,4693,11148,195,109,10844,"29.62565494602614",21831,"38.03224929966007","25.36338600277323","1.4994941643636077","2685","535","1660","490","121","3","13","57","2","4","4","21","8","9","1393","4.5226127866666666"
"62179","Brunembert",2017,294,37,257,4,4,249,"12.585034013605442",418,"40.909090909090914","17.703349282296653","2.310810810810811","25","5","15","5","3","0","0","2","0","0","0","0","1","0","8","1.1241338666666667"
"62180","Brias",2017,233,26,207,10,3,194,"11.158798283261802",294,"38.01369863013701","20.20547945205479","1.8813559322033913","15","5","5","5","1","0","0","1","0","0","0","0","0","0","4","1.0107496533333336"
"62181","Bucquoy",2017,1046,222,824,9,10,805,"21.223709369024856",1461,"39.891655976188225","22.053216385080123","1.8088815381676713","115","25","60","30","3","1","0","0","0","0","0","1","1","0","35","1.5146526266666667"
"62182","Buire-Au-Bois",2017,193,21,172,3,0,169,"10.880829015544041",230,"26.956521739130434","34.34782608695652","0.7848101265822784","10","0","5","5","0","0","0","0","0","0","0","0","0","0","3","1.0846339"
"62183","Buire-Le-Sec",2017,590,121,469,10,9,450,"20.508474576271183",777,"41.77654644379325","18.673188946196845","2.237247561954427","70","10","50","10","8","6","0","0","0","0","0","0","0","2","16","1.24952648"
"62184","Buissy",2017,190,31,159,1,0,158,"16.315789473684212",263,"39.543726235741445","15.96958174904943","2.4761904761904763","15","0","10","5","5","0","0","1","0","0","1","0","1","2","3","0.7751204666666667"
"62185","Bullecourt",2017,170,29,141,3,0,138,"17.058823529411764",236,"28.352116248929832","28.622065356325027","0.9905684965765218","15","0","5","5","2","0","0","0","0","1","0","1","0","0","2","0.9138831000000001"
"62186","Bully-Les-Mines",2017,9624,2731,6893,126,49,6718,"28.37697423108894",12163,"37.582846903376144","23.56483819527568","1.5948697203832622","1235","250","740","245","62","2","11","26","2","1","0","11","4","5","482","3.09369264"
"62187","Buneville",2017,142,20,122,12,0,110,"14.084507042253522",180,"36.26373626373628","19.780219780219774","1.8333333333333346","20","0","15","5","2","0","0","1","0","0","0","0","0","1","2","0.8511218133333335"
"62188","Burbure",2017,2209,304,1905,30,19,1856,"13.761883205070166",2865,"34.973821989528794","25.445026178010473","1.374485596707819","250","60","140","45","6","0","0","4","0","0","0","0","1","1","101","2.3619725533333336"
"62189","Bus",2017,93,18,75,1,0,74,"19.35483870967742",126,"45.8646616541354","13.53383458646616","3.3888888888888955","15","5","10","0","3","0","0","0","0","0","0","1","0","2","2","1.1870699133333333"
"62190","Busnes",2017,975,124,851,13,9,829,"12.717948717948719",1290,"31.582643272928212","26.62156517170494","1.186355613173947","65","10","35","15","7","0","0","2","1","0","0","0","3","1","27","1.3846959533333334"
"62191","Caffiers",2017,440,77,363,4,0,359,"17.5",749,"35.17656720503698","31.155043799616642","1.1290809742167596","80","15","50","15","4","0","1","1","0","0","0","1","1","0","12","1.06211274"
"62192","Cagnicourt",2017,297,29,268,6,0,262,"9.764309764309765",432,"36.574074074074076","20.13888888888889","1.8160919540229885","40","5","25","10","0","0","0","0","0","0","0","0","0","0","9","1.2221148533333333"
"62193","Calais",2017,50977,14812,36165,614,338,35213,"29.05624104988524",73911,"43.441837461850206","21.158573196952556","2.053155336017982","9705","1835","5800","2065","402","19","25","172","9","12","13","61","39","52","4984","4.639035453333333"
"62194","Calonne-Ricouart",2017,4404,1184,3220,57,44,3119,"26.88465031789282",5454,"37.18371837183718","24.752475247524753","1.5022222222222221","675","140","400","140","23","1","5","8","0","1","0","2","2","4","210","2.7262742133333333"
"62195","Calonne-Sur-La-Lys",2017,1226,196,1030,23,6,1001,"15.98694942903752",1545,"34.692556634304204","24.724919093851135","1.4031413612565444","115","30","65","25","8","1","3","2","0","0","0","1","1","0","33","1.4437889866666667"
"62196","La Calotterie",2017,470,51,419,4,6,409,"10.851063829787234",643,"36.87899509118797","23.209407440032763","1.588967541996665","45","10","20","15","4","0","0","1","0","0","2","1","0","0","14","1.3310940666666666"
"62197","Camblain-Châtelain",2017,1301,314,987,18,7,962,"24.135280553420447",1764,"39.1156462585034","23.015873015873016","1.6995073891625616","170","30","120","25","7","0","1","3","0","0","1","0","1","1","46","1.7321751799999998"
"62198","Cambligneul",2017,276,39,237,5,1,231,"14.130434782608695",337,"31.94029850746264","27.164179104477583","1.1758241758241754","20","0","15","5","1","0","0","0","0","0","0","1","0","0","7","1.1748068133333334"
"62199","Camblain-L'Abbé",2017,499,76,423,4,1,418,"15.230460921843688",650,"32.852798009336865","27.921649307861152","1.1766066412161182","35","0","20","15","4","0","0","0","0","0","0","1","2","1","14","1.35464902"
"62200","Cambrin",2017,822,104,718,14,2,702,"12.652068126520682",1244,"41.69619892324027","19.671090718670765","2.11966888463711","100","20","55","25","8","1","1","2","0","0","0","3","1","0","31","1.6695920933333332"
"62201","Camiers",2017,2188,436,1752,35,10,1707,"19.926873857404022",2717,"30.100180548576628","31.37040530921378","0.9595088189611604","270","55","155","60","22","2","0","9","0","0","1","5","2","3","98","2.3489304200000003"
"62202","Campagne-Lès-Boulonnais",2017,443,64,379,1,6,372,"14.446952595936793",634,"43.987793951721926","21.82491952289853","2.0154848179655507","40","10","25","10","4","2","0","1","1","0","0","0","0","0","13","1.2799293533333334"
"62203","Campagne-Lès-Guines",2017,364,80,284,4,1,279,"21.978021978021978",445,"35.561731059847915","20.49209978941486","1.7353873651453344","25","5","5","15","2","0","0","0","0","0","1","0","0","1","6","0.9167260333333334"
"62204","Campagne-Lès-Hesdin",2017,1171,165,1006,32,12,962,"14.090520922288643",1920,"35.46471223520187","26.744554119880252","1.32605359865916","135","25","70","35","12","0","1","7","0","1","0","2","1","0","63","2.1389214"
"62205","Campagne-Lès-Wardrecques",2017,1010,117,893,14,4,875,"11.584158415841586",1243,"34.778248333259896","22.235113117497395","1.5641138477452574","65","10","40","20","4","0","1","0","0","0","0","2","1","0","29","1.5083044666666665"
"62206","Campigneulles-Les-Grandes",2017,243,43,200,3,1,196,"17.695473251028808",299,"35.67648299616861","20.066738390164016","1.7778914690817875","15","5","10","5","2","0","0","0","0","0","1","0","0","1","4","1.0244888133333334"
"62207","Campigneulles-Les-Petites",2017,496,68,428,9,5,414,"13.709677419354838",552,"30.316073924428167","30.75067774595804","0.9858668538911473","35","10","15","10","5","0","1","1","0","0","0","2","0","1","13","1.4023283666666666"
"62208","Canettemont",2017,52,4,48,5,0,43,"7.6923076923076925",70,"37.142857142857146","28.57142857142857","1.3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7764021466666667"
"62209","Canlers",2017,123,9,114,1,1,112,"7.317073170731707",159,"31.446540880503143","22.0125786163522","1.4285714285714286","20","0","10","5","0","0","0","0","0","0","0","0","0","0","1","0.6837225066666667"
